ATEX__c,Availability__c,BRAND__c,CUTR__c,CurrencyIsoCode,Description__c,FA_Combo__c,GasGroup__c,MaxMAWP__c,NACE__c,OP_Percent__c,PED__c,PTC__c,PosCMethod__c,PosDir__c,PosEffDia__c,PosFullOP__c,PosIntMethod__c,PosLoad__c,PosMinOP__c,SZC__c,VacCMethod__c,VacDir__c,VacEffDia__c,VacFullOP__c,VacIntMethod__c,VacLoad__c,VacMinOP__c,Venting__c
Y,A,Groth,Y,USD,"8"" 1662A",N,6,30,Y,10,Y,1662A,,N,,,,N,,08,NA,Y,8,10,Linear,P,10,PA
N,A,Groth,Y,USD,"8"" 1203A",N,0,100,Y,100,Y,1203A,C1,Y,8,100,Power,S,20,08,C1,Y,8,100,Power,S,20,FV
Y,A,Groth,Y,USD,"8"" 1261A",N,6,100,Y,100,Y,1261A,C1,Y,8,100,Power,S,20,08,,N,,,,N,,PA
Y,A,Groth,Y,USD,"8"" 2300-FA1",Y,2,30,Y,100,N,2300-FA1,C3,Y,8,100,Power,W,50,08,,N,,,,N,,FV
N,A,Groth,Y,USD,"8"" 1202B Fiberglass",N,0,30,N,100,N,1202B Fiberglass,C3,Y,8,100,Power,F,10,08,C1,Y,8,100,Power,S,20,FV
N,A,Groth,Y,USD,"8"" 8822A",Y,0,30,Y,100,N,8822A,C3,Y,8,100,Linear,W,50,08,C1,Y,8,100,Power,S,50,PA
Y,A,Groth,Y,USD,"8"" 2300A",N,6,100,Y,100,N,2300A,C3,Y,8,100,Power,W,10,08,,N,,,,N,,FV
N,A,Groth,Y,USD,"8"" 2300A/7618",Y,0,30,Y,100,N,2300A/7618,C3,Y,8,100,Power,W,50,08,,N,,,,N,,FV
Y,A,Groth,Y,USD,"8"" 1360A Fiberglass",N,6,30,N,100,N,1360A Fiberglass,,N,,,,N,,08,C3,Y,6.06,100,Power,F,10,FV
Y,A,Groth,Y,USD,"8"" 1203-FA1",Y,2,30,Y,100,N,1203-FA1,C1,Y,8,100,Power,S,50,08,C1,Y,8,100,Power,S,50,FV
Y,A,LVA,Y,USD,"8"" 1200A",N,6,100,Y,100,Y,1200A,C3,Y,8,100,Power,W,10,08,C3,Y,8,100,Power,W,10,FV
Y,A,Groth,Y,USD,"8"" 1660A",N,6,30,Y,10,Y,1660A,NA,Y,8,10,Linear,P,10,08,,N,,,,N,,PA
Y,A,Groth,Y,USD,"8"" 1300-FA1",Y,2,30,Y,100,N,1300-FA1,,N,,,,N,,08,C3,Y,8,100,Linear,W,50,FV
Y,A,Groth-Future,Y,USD,"10"" 13TT0S0",N,6,30,Y,10,Y,13TT0S0,,N,,,Power,N,10,10,NA,Y,10.02,10,Power,S,10,FV
Y,A,Groth-Future,Y,USD,"10"" 13ST0S0",N,6,30,Y,10,Y,13ST0S0,,N,,, ,N,,10,NA,Y,10.02,10,Power,S,10,FV
Y,A,Groth-Future,Y,USD,"10"" 23ETS00",N,6,30,Y,10,N,23ETS00,NA,Y,10.02,10,Power,S,10,10,,N,,, ,N,,FV
Y,A,Groth-Future,Y,USD,"10"" 12FTSW0",N,6,30,Y,10,Y,17FTSW0,NA,Y,10.02,10,Power,S,10,10,NA,Y,10.02,10,Linear,W,10,PA
Y,A,Groth-Future,Y,USD,"10"" 12FTWS0",N,6,30,Y,10,Y,17FTWS0,NA,Y,10.02,10,Linear,W,10,10,NA,Y,10.02,10,Power,S,10,PA
Y,A,Groth-Future,Y,USD,"10"" 17FTSS0",N,6,30,Y,10,Y,17FTSS0,NA,Y,10.02,10,Power,S,10,10,NA,Y,10.02,10,Power,S,10,PA
Y,A,Groth-Future,Y,USD,"10"" 12FTS00",N,6,30,Y,10,Y,17FTS00,NA,Y,10.02,10,Power,S,10,10,,N,,, ,N,,PA
Y,A,Groth,Y,USD,"10"" 1201-FA1",Y,2,30,Y,100,N,1201-FA1,C1,Y,10,100,Power,S,50,10,C3,Y,10,100,Linear,W,50,FV
Y,A,Groth,Y,USD,"10"" 1460",N,6,30,Y,10,Y,1460,NA,Y,10,10,Linear,P,10,10,,N,,,,N,,PA
N,A,Groth,Y,USD,"10"" 1261A/7618",Y,0,30,Y,100,N,1261A/7618,C1,Y,10,100,Power,S,50,10,,N,,,,N,,PA
Y,A,Groth,Y,USD,"10"" 1221B",N,6,100,Y,100,Y,1221B,C1,Y,10,100,Power,S,20,10,C3,Y,10,100,Power,W,10,PA
N,A,Groth,Y,USD,"10"" 1223A Fiberglass",N,0,30,N,100,N,1223A Fiberglass,C1,Y,10,100,Power,S,20,10,C1,Y,10,100,Power,S,20,PA
Y,A,Groth,Y,USD,"10"" 1200-FA1",Y,2,30,Y,100,N,1200-FA1,C3,Y,10,100,Linear,W,50,10,C3,Y,10,100,Linear,W,50,FV
Y,A,Groth,Y,USD,"10"" 2301A Fiberglass",N,6,30,N,100,N,2301A Fiberglass,C1,Y,10,100,Power,S,20,10,,N,,,,N,,FV
N,A,Groth,Y,USD,"10"" 1222B",N,0,100,Y,100,Y,1222B,C3,Y,10,100,Power,W,10,10,C1,Y,10,100,Power,S,20,PA
Y,A,Groth,Y,USD,"10"" 1220A Fiberglass",N,6,30,N,100,N,1220A Fiberglass,C3,Y,10,100,Power,F,10,10,C3,Y,10,100,Power,F,10,PA
N,A,Groth,Y,USD,"10"" 2300A/7618",Y,0,30,Y,100,N,2300A/7618,C3,Y,10,100,Power,W,50,10,,N,,,,N,,FV
Y,A,Groth,Y,USD,"10"" 1202-FA1",Y,2,30,Y,100,N,1202-FA1,C3,Y,10,100,Linear,W,50,10,C1,Y,10,100,Power,S,50,FV
Y,A,Groth,Y,USD,"10"" 1400",N,6,30,Y,100,Y,1400,NA,Y,10,10,Linear,P,10,10,C3,Y,10,100,Power,W,10,FV
Y,A,LVA,Y,USD,"10"" 1200A",N,6,100,Y,100,Y,1200A,C3,Y,10,100,Power,W,10,10,C3,Y,10,100,Power,W,10,FV
Y,A,Groth,Y,USD,"10"" 1200A",N,6,100,Y,100,Y,1200A,C3,Y,10,100,Power,W,10,10,C3,Y,10,100,Power,W,10,FV
Y,A,Groth,Y,USD,"10"" 1360A Fiberglass",N,6,30,N,100,N,1360A Fiberglass,,N,,,,N,,10,C3,Y,8,100,Power,F,10,FV
Y,A,Groth,Y,USD,"10"" 1300-FA1",Y,2,30,Y,100,N,1300-FA1,,N,,,,N,,10,C3,Y,10,100,Linear,W,50,FV
N,A,Groth,Y,USD,"10"" 8821A",Y,0,30,Y,100,N,8821A,C1,Y,10,100,Power,S,50,10,C3,Y,10,100,Linear,W,50,PA
N,A,LVA,Y,USD,"10"" 1203A",N,0,100,Y,100,Y,1203A,C1,Y,10,100,Power,S,20,10,C1,Y,10,100,Power,S,20,FV
Y,A,Groth,Y,USD,"10"" 14ETPW0",N,6,30,Y,10,Y,14ETPW0,NA,Y,10.02,10,Linear,P,10,10,NA,Y,10.02,10,Linear,W,10,FV
Y,A,Groth,Y,USD,"10"" 14FTPW0",N,6,30,Y,10,Y,14FTPW0,NA,Y,10.02,10,Linear,P,10,10,NA,Y,10.02,10,Linear,W,10,PA
Y,A,Groth,Y,USD,"10"" 14ETP00",N,6,30,Y,10,Y,14ETP00,NA,Y,10.02,10,Linear,P,10,10,,N,,,,N,,FV
Y,A,Groth,Y,USD,"10"" 14FTP00",N,6,30,Y,10,Y,14FTP00,NA,Y,10.02,10,Linear,P,10,10,,N,,,,N,,PA
Y,A,Groth-Future,Y,USD,"10"" 12ETWW0",N,6,30,Y,10,Y,12ETWW0,NA,Y,10.02,10,Linear,W,10,10,NA,Y,10.02,10,Linear,W,10,FV
Y,A,Groth-Future,Y,USD,"10"" 12FTWW0",N,6,30,Y,10,Y,12FTWW0,NA,Y,10.02,10,Linear,W,10,10,NA,Y,10.02,10,Linear,W,10,PA
Y,A,Groth-Future,Y,USD,"10"" 12FTW00",N,6,30,Y,10,Y,12FTW00,NA,Y,10.02,10,Linear,W,10,10,,N,,,,N,,PA
Y,A,Groth-Future,Y,USD,"10"" 13TT0W0",N,6,30,Y,10,Y,13TT0W0,,N,,,,N,,10,NA,Y,10.02,10,Linear,W,10,FV
Y,A,Groth-Future,Y,USD,"10"" 13ST0W0",N,6,30,Y,10,Y,13ST0W0,,N,,,,N,,10,NA,Y,10.02,10,Linear,W,10,FV
Y,A,Groth-Future,Y,USD,"10"" 17FTWW0",N,6,30,Y,10,Y,17FTWW0,NA,Y,10.02,10,Linear,W,10,10,NA,Y,10.02,10,Linear,W,10,PA
Y,A,Groth-Future,Y,USD,"10"" 17FTW00",N,6,30,Y,10,Y,17FTW00,NA,Y,10.02,10,Linear,W,10,10,,N,,,,N,,PA
Y,A,Groth-Future,Y,USD,"10"" 23ETW00",N,6,30,Y,10,N,23ETW00,NA,Y,10.02,10,Linear,W,10,10,,N,,,,N,,FV
N,A,Groth-Future,Y,USD,"10"" 88EHWWD",Y,0,30,Y,100,N,88EHWWD,88EHWWD:10:24:Pos,Y,10.02,100,Linear,W,50,10,88EHWWD:10:24:Vac,Y,10.02,100,Linear,W,50,FV
N,A,Groth-Future,Y,USD,"10"" 88FHWWD",Y,0,30,Y,100,N,88FHWWD,88FHWWD:10:24:Pos,Y,10.02,100,Linear,W,50,10,88FHWWD:10:24:Vac,Y,10.02,100,Linear,W,50,PA
Y,A,Groth-Future,Y,USD,"10"" 12ETSW0",N,6,30,Y,10,Y,12ETSW0,NA,Y,10.02,10,Power,S,10,10,NA,Y,10.02,10,Linear,W,10,FV
Y,A,Groth-Future,Y,USD,"10"" 12ETWS0",N,6,30,Y,10,Y,12ETWS0,NA,Y,10.02,10,Linear,W,10,10,NA,Y,10.02,10,Power,S,10,FV
Y,A,Groth-Future,Y,USD,"10"" 12ETSS0",N,6,30,Y,10,Y,12ETSS0,NA,Y,10.02,10,Power,S,10,10,NA,Y,10.02,10,Power,S,10,FV
Y,A,Groth-Future,Y,USD,"10"" 12FTSW0",N,6,30,Y,10,Y,12FTSW0,NA,Y,10.02,10,Power,S,10,10,NA,Y,10.02,10,Linear,W,10,PA
Y,A,Groth-Future,Y,USD,"10"" 12FTWS0",N,6,30,Y,10,Y,12FTWS0,NA,Y,10.02,10,Linear,W,10,10,NA,Y,10.02,10,Power,S,10,PA
Y,A,Groth-Future,Y,USD,"10"" 12FTSS0",N,6,30,Y,10,Y,12FTSS0,NA,Y,10.02,10,Power,S,10,10,NA,Y,10.02,10,Power,S,10,PA
Y,A,Groth-Future,Y,USD,"10"" 12FTS00",N,6,30,Y,10,Y,12FTS00,NA,Y,10.02,10,Power,S,10,10,,N,,, ,N,,PA
Y,A,Groth,Y,USD,"10"" 1201B",N,6,100,Y,100,Y,1201B,C1,Y,10,100,Power,S,20,10,C3,Y,10,100,Power,W,10,FV
Y,A,LVA,Y,USD,"10"" 1261A",N,6,100,Y,100,Y,1261A,C1,Y,10,100,Power,S,20,10,,N,,,,N,,PA
Y,A,Groth,Y,USD,"10"" 1301-FA1",Y,2,30,Y,100,N,1301-FA1,,N,,,,N,,10,C1,Y,10,100,Power,S,50,FV
Y,A,Groth,Y,USD,"10"" 1360-FA1",Y,2,30,Y,100,N,1360-FA1,,N,,,,N,,10,C3,Y,8,100,Power,W,50,FV
Y,A,Groth,Y,USD,"10"" 1301A",N,6,100,Y,100,Y,1301A,,N,,,,N,,10,C1,Y,10,100,Power,S,20,FV
Y,A,Groth,Y,USD,"10"" 2300A Fiberglass",N,6,30,N,100,N,2300A Fiberglass,C3,Y,10,100,Power,F,10,10,,N,,,,N,,FV
Y,A,LVA,Y,USD,"10"" 1360A",N,6,100,Y,100,Y,1360A,,N,,,,N,,10,C3,Y,8,100,Power,W,10,FV
Y,A,Groth,Y,USD,"10"" 1200A Fiberglass",N,6,30,N,100,N,1200A Fiberglass,C3,Y,10,100,Power,F,10,10,C3,Y,10,100,Power,F,10,FV
Y,A,Groth,Y,USD,"10"" 1662A",N,6,30,Y,10,Y,1662A,,N,,,,N,,10,NA,Y,10,10,Linear,P,10,PA
Y,A,LVA,Y,USD,"10"" 1221B",N,6,100,Y,100,Y,1221B,C1,Y,10,100,Power,S,20,10,C3,Y,10,100,Power,W,10,PA
Y,A,Groth,Y,USD,"10"" 1360A",N,6,100,Y,100,Y,1360A,,N,,,,N,,10,C3,Y,8,100,Power,W,10,FV
Y,A,Groth,Y,USD,"10"" 1430",N,6,30,Y,10,Y,1430,NA,Y,10,10,Linear,P,10,10,,N,,,,N,,FV
Y,A,Groth,Y,USD,"10"" 2301-FA1",Y,2,30,Y,100,N,2301-FA1,C1,Y,10,100,Power,S,50,10,,N,,,,N,,FV
Y,A,Groth,Y,USD,"10"" 1361A",N,6,100,Y,100,Y,1361A,,N,,,,N,,10,C1,Y,8,100,Power,S,20,FV
Y,A,Groth,Y,USD,"10"" 2301A",N,6,100,Y,100,N,2301A,C1,Y,10,100,Power,S,20,10,,N,,,,N,,FV
N,A,Groth,Y,USD,"10"" 1260A/7618",Y,0,30,Y,100,N,1260A/7618,C3,Y,10,100,Linear,W,50,10,,N,,,,N,,PA
N,A,LVA,Y,USD,"10"" 1222B",N,0,100,Y,100,Y,1222B,C3,Y,10,100,Power,W,10,10,C1,Y,10,100,Power,S,20,PA
Y,A,LVA,Y,USD,"10"" 2300A",N,6,100,Y,100,N,2300A,C3,Y,10,100,Power,W,10,10,,N,,,,N,,FV
N,A,Groth,Y,USD,"10"" 8820A",Y,0,30,Y,100,N,8820A,C3,Y,10,100,Linear,W,50,10,C3,Y,10,100,Linear,W,50,PA
N,A,Groth,Y,USD,"10"" 8823A",Y,0,30,Y,100,N,8823A,C1,Y,10,100,Power,S,50,10,C1,Y,10,100,Power,S,50,PA
Y,A,Groth,Y,USD,"10"" 1361-FA1",Y,2,30,Y,100,N,1361-FA1,,N,,,,N,,10,C1,Y,8,100,Power,S,50,FV
Y,A,Groth,Y,USD,"10"" 1301A Fiberglass",N,6,30,N,100,N,1301A Fiberglass,,N,,,,N,,10,C1,Y,10,100,Power,S,20,FV
Y,A,LVA,Y,USD,"10"" 1301A",N,6,100,Y,100,Y,1301A,,N,,,,N,,10,C1,Y,10,100,Power,S,20,FV
Y,A,Groth,Y,USD,"10"" 1220A",N,6,100,Y,100,Y,1220A,C3,Y,10,100,Power,W,10,10,C3,Y,10,100,Power,W,10,PA
Y,A,Groth,Y,USD,"10"" 1261A Fiberglass",N,6,30,N,100,N,1261A Fiberglass,C1,Y,10,100,Power,S,20,10,,N,,,,N,,PA
Y,A,Groth,Y,USD,"10"" 1221B Fiberglass",N,6,30,N,100,N,1221B Fiberglass,C1,Y,10,100,Power,S,20,10,C3,Y,10,100,Power,F,10,PA
N,A,LVA,Y,USD,"10"" 1202B",N,0,100,Y,100,Y,1202B,C3,Y,10,100,Power,W,10,10,C1,Y,10,100,Power,S,20,FV
N,A,Groth,Y,USD,"10"" 8802A",Y,0,30,Y,100,N,8802A,C3,Y,10,100,Linear,W,50,10,C1,Y,10,100,Power,S,50,FV
Y,A,Groth,Y,USD,"10"" 1300A Fiberglass",N,6,30,N,100,N,1300A Fiberglass,,N,,,,N,,10,C3,Y,10,100,Power,F,10,FV
Y,A,Groth,Y,USD,"10"" 1203-FA1",Y,2,30,Y,100,N,1203-FA1,C1,Y,10,100,Power,S,50,10,C1,Y,10,100,Power,S,50,FV
N,A,Groth,Y,USD,"10"" 1203A Fiberglass",N,0,30,N,100,N,1203A Fiberglass,C1,Y,10,100,Power,S,20,10,C1,Y,10,100,Power,S,20,FV
N,A,Groth,Y,USD,"10"" 8822A",Y,0,30,Y,100,N,8822A,C3,Y,10,100,Linear,W,50,10,C1,Y,10,100,Power,S,50,PA
N,A,Groth,Y,USD,"10"" 1301A/7618",Y,0,30,Y,100,N,1301A/7618,,N,,,,N,,10,C1,Y,10,100,Power,S,50,FV
N,A,Groth,Y,USD,"10"" 1202B Fiberglass",N,0,30,N,100,N,1202B Fiberglass,C3,Y,10,100,Power,F,10,10,C1,Y,10,100,Power,S,20,FV
Y,A,Groth,Y,USD,"10"" 1260A",N,6,100,Y,100,Y,1260A,C3,Y,10,100,Power,W,10,10,,N,,,,N,,PA
N,A,Groth,Y,USD,"10"" 1222B Fiberglass",N,0,30,N,100,N,1222B Fiberglass,C3,Y,10,100,Power,F,10,10,C1,Y,10,100,Power,S,20,PA
Y,A,LVA,Y,USD,"10"" 1201B",N,6,100,Y,100,Y,1201B,C1,Y,10,100,Power,S,20,10,C3,Y,10,100,Power,W,10,FV
N,A,Groth,Y,USD,"10"" 8803A",Y,0,30,Y,100,N,8803A,C1,Y,10,100,Power,S,50,10,C1,Y,10,100,Power,S,50,FV
Y,A,LVA,Y,USD,"10"" 1220A",N,6,100,Y,100,Y,1220A,C3,Y,10,100,Power,W,10,10,C3,Y,10,100,Power,W,10,PA
Y,A,Groth,Y,USD,"10"" 1361A Fiberglass",N,6,30,N,100,N,1361A Fiberglass,,N,,,,N,,10,C1,Y,8,100,Power,S,20,FV
Y,A,Groth,Y,USD,"10"" 1300A",N,6,100,Y,100,Y,1300A,,N,,,,N,,10,C3,Y,10,100,Power,W,10,FV
N,A,Groth,Y,USD,"10"" 8800A",Y,0,30,Y,100,N,8800A,C3,Y,10,100,Linear,W,50,10,C3,Y,10,100,Linear,W,50,FV
Y,A,Groth,Y,USD,"10"" 1660A",N,6,30,Y,10,Y,1660A,NA,Y,10,10,Linear,P,10,10,,N,,,,N,,PA
Y,A,LVA,Y,USD,"10"" 2301A",N,6,100,Y,100,N,2301A,C1,Y,10,100,Power,S,20,10,,N,,,,N,,FV
Y,A,Groth,Y,USD,"10"" 1420",N,6,30,Y,100,Y,1420,NA,Y,10,10,Linear,P,10,10,C3,Y,10,100,Power,W,10,PA
Y,A,Groth,Y,USD,"10"" 2300A",N,6,100,Y,100,N,2300A,C3,Y,10,100,Power,W,10,10,,N,,,,N,,FV
Y,A,Groth,Y,USD,"10"" 1201B Fiberglass",N,6,30,N,100,N,1201B Fiberglass,C1,Y,10,100,Power,S,20,10,C3,Y,10,100,Power,F,10,FV
N,A,LVA,Y,USD,"10"" 1223A",N,0,100,Y,100,Y,1223A,C1,Y,10,100,Power,S,20,10,C1,Y,10,100,Power,S,20,PA
Y,A,LVA,Y,USD,"10"" 1300A",N,6,100,Y,100,Y,1300A,,N,,,,N,,10,C3,Y,10,100,Power,W,10,FV
N,A,Groth,Y,USD,"10"" 2301A/7618",Y,0,30,Y,100,N,2301A/7618,C1,Y,10,100,Power,S,50,10,,N,,,,N,,FV
Y,A,LVA,Y,USD,"10"" 1361A",N,6,100,Y,100,Y,1361A,,N,,,,N,,10,C1,Y,8,100,Power,S,20,FV
Y,A,Groth,Y,USD,"10"" 2300-FA1",Y,2,30,Y,100,N,2300-FA1,C3,Y,10,100,Power,W,50,10,,N,,,,N,,FV
Y,A,Groth,Y,USD,"10"" 1260A Fiberglass",N,6,30,N,100,N,1260A Fiberglass,C3,Y,10,100,Power,F,10,10,,N,,,,N,,PA
N,A,Groth,Y,USD,"10"" 1202B",N,0,100,Y,100,Y,1202B,C3,Y,10,100,Power,W,10,10,C1,Y,10,100,Power,S,20,FV
N,A,Groth,Y,USD,"10"" 1203A",N,0,100,Y,100,Y,1203A,C1,Y,10,100,Power,S,20,10,C1,Y,10,100,Power,S,20,FV
N,A,Groth,Y,USD,"10"" 8801A",Y,0,30,Y,100,N,8801A,C1,Y,10,100,Power,S,50,10,C3,Y,10,100,Linear,W,50,FV
Y,A,Groth,Y,USD,"10"" 1261A",N,6,100,Y,100,Y,1261A,C1,Y,10,100,Power,S,20,10,,N,,,,N,,PA
N,A,Groth,Y,USD,"10"" 1300A/7618",Y,0,30,Y,100,N,1300A/7618,,N,,,,N,,10,C3,Y,10,100,Linear,W,50,FV
N,A,Groth,Y,USD,"10"" 1223A",N,0,100,Y,100,Y,1223A,C1,Y,10,100,Power,S,20,10,C1,Y,10,100,Power,S,20,PA
Y,A,LVA,Y,USD,"10"" 1260A",N,6,100,Y,100,Y,1260A,C3,Y,10,100,Power,W,10,10,,N,,,,N,,PA
N,A,Groth,Y,USD,"12"" 1223A",N,0,100,Y,100,Y,1223A,C1,Y,12,100,Power,S,20,12,C1,Y,12,100,Power,S,20,PA
Y,A,LVA,Y,USD,"12"" 1221B",N,6,100,Y,100,Y,1221B,C1,Y,12,100,Power,S,20,12,C3,Y,12,100,Power,W,10,PA
Y,A,Groth,Y,USD,"12"" 2301-FA1",Y,2,30,Y,100,N,2301-FA1,C1,Y,12,100,Power,S,50,12,,N,,,,N,,FV
Y,A,Groth,Y,USD,"12"" 1221B",N,6,100,Y,100,Y,1221B,C1,Y,12,100,Power,S,20,12,C3,Y,12,100,Power,W,10,PA
Y,A,Groth,Y,USD,"12"" 1301-FA1",Y,2,30,Y,100,N,1301-FA1,,N,,,,N,,12,C1,Y,12,100,Power,S,50,FV
Y,A,LVA,Y,USD,"12"" 2300A",N,6,100,Y,100,N,2300A,C3,Y,12,100,Power,W,10,12,,N,,,,N,,FV
N,A,Groth,Y,USD,"12"" 2301A/7618",Y,0,30,Y,100,N,2301A/7618,C1,Y,12,100,Power,S,50,12,,N,,,,N,,FV
Y,A,LVA,Y,USD,"12"" 1300A",N,6,100,Y,100,Y,1300A,,N,,,,N,,12,C3,Y,12,100,Power,W,10,FV
Y,A,Groth,Y,USD,"12"" 2300A",N,6,100,Y,100,N,2300A,C3,Y,12,100,Power,W,10,12,,N,,,,N,,FV
Y,A,Groth,Y,USD,"12"" 1220A Fiberglass",N,6,30,N,100,N,1220A Fiberglass,C3,Y,12,100,Power,F,10,12,C3,Y,12,100,Power,F,10,PA
Y,A,LVA,Y,USD,"12"" 1201B",N,6,100,Y,100,Y,1201B,C1,Y,12,100,Power,S,20,12,C3,Y,12,100,Power,W,10,FV
Y,A,LVA,Y,USD,"12"" 1361A",N,6,100,Y,100,Y,1361A,,N,,,,N,,12,C1,Y,10,100,Power,S,20,FV
Y,A,Groth,Y,USD,"12"" 1361A Fiberglass",N,6,30,N,100,N,1361A Fiberglass,,N,,,,N,,12,C1,Y,10,100,Power,S,20,FV
Y,A,Groth,Y,USD,"12"" 2300-FA1",Y,2,30,Y,100,N,2300-FA1,C3,Y,12,100,Power,W,50,12,,N,,,,N,,FV
Y,A,Groth,Y,USD,"12"" 1300A",N,6,100,Y,100,Y,1300A,,N,,,,N,,12,C3,Y,12,100,Power,W,10,FV
Y,A,Groth,Y,USD,"12"" 1660A",N,6,30,Y,10,Y,1660A,NA,Y,12,10,Linear,P,10,12,,N,,,,N,,PA
Y,A,Groth,Y,USD,"12"" 1420",N,6,30,Y,100,Y,1420,NA,Y,12,10,Linear,P,10,12,C3,Y,12,100,Power,W,10,PA
N,A,Groth,Y,USD,"12"" 8822A",Y,0,30,Y,100,N,8822A,C3,Y,12,100,Linear,W,50,12,C1,Y,12,100,Power,S,50,PA
Y,A,Groth,Y,USD,"12"" 1260A",N,6,100,Y,100,Y,1260A,C3,Y,12,100,Power,W,10,12,,N,,,,N,,PA
N,A,Groth,Y,USD,"12"" 8800A",Y,0,30,Y,100,N,8800A,C3,Y,12,100,Linear,W,50,12,C3,Y,12,100,Linear,W,50,FV
Y,A,Groth,Y,USD,"12"" 1360A Fiberglass",N,6,30,N,100,N,1360A Fiberglass,,N,,,,N,,12,C3,Y,10,100,Power,F,10,FV
N,A,Groth,Y,USD,"12"" 8803A",Y,0,30,Y,100,N,8803A,C1,Y,12,100,Power,S,50,12,C1,Y,12,100,Power,S,50,FV
N,A,Groth,Y,USD,"12"" 1202B Fiberglass",N,0,30,N,100,N,1202B Fiberglass,C3,Y,12,100,Power,F,10,12,C1,Y,12,100,Power,S,20,FV
Y,A,Groth,Y,USD,"12"" 1300-FA1",Y,2,30,Y,100,N,1300-FA1,,N,,,,N,,12,C3,Y,12,100,Linear,W,50,FV
N,A,Groth,Y,USD,"12"" 1222B Fiberglass",N,0,30,N,100,N,1222B Fiberglass,C3,Y,12,100,Power,F,10,12,C1,Y,12,100,Power,S,20,PA
Y,A,LVA,Y,USD,"12"" 1220A",N,6,100,Y,100,Y,1220A,C3,Y,12,100,Power,W,10,12,C3,Y,12,100,Power,W,10,PA
N,A,LVA,Y,USD,"12"" 1223A",N,0,100,Y,100,Y,1223A,C1,Y,12,100,Power,S,20,12,C1,Y,12,100,Power,S,20,PA
Y,A,Groth,Y,USD,"12"" 2301A",N,6,100,Y,100,N,2301A,C1,Y,12,100,Power,S,20,12,,N,,,,N,,FV
Y,A,Groth,Y,USD,"12"" 1200A Fiberglass",N,6,30,N,100,N,1200A Fiberglass,C3,Y,12,100,Power,F,10,12,C3,Y,12,100,Power,F,10,FV
Y,A,Groth,Y,USD,"12"" 1202-FA1",Y,2,30,Y,100,N,1202-FA1,C3,Y,12,100,Linear,W,50,12,C1,Y,12,100,Power,S,50,FV
Y,A,Groth,Y,USD,"12"" 1261A Fiberglass",N,6,30,N,100,N,1261A Fiberglass,C1,Y,12,100,Power,S,20,12,,N,,,,N,,PA
Y,A,Groth,Y,USD,"12"" 1361-FA1",Y,2,30,Y,100,N,1361-FA1,,N,,,,N,,12,C1,Y,10,100,Power,S,50,FV
Y,A,Groth,Y,USD,"12"" 1201-FA1",Y,2,30,Y,100,N,1201-FA1,C1,Y,12,100,Power,S,50,12,C3,Y,12,100,Linear,W,50,FV
N,A,Groth,Y,USD,"12"" 8801A",Y,0,30,Y,100,N,8801A,C1,Y,12,100,Power,S,50,12,C3,Y,12,100,Linear,W,50,FV
Y,A,Groth,Y,USD,"12"" 1221B Fiberglass",N,6,30,N,100,N,1221B Fiberglass,C1,Y,12,100,Power,S,20,12,C3,Y,12,100,Power,F,10,PA
Y,A,LVA,Y,USD,"12"" 1261A",N,6,100,Y,100,Y,1261A,C1,Y,12,100,Power,S,20,12,,N,,,,N,,PA
Y,A,Groth,Y,USD,"12"" 1662A",N,6,30,Y,10,Y,1662A,,N,,,,N,,12,NA,Y,12,10,Linear,P,10,PA
Y,A,Groth,Y,USD,"12"" 1300A Fiberglass",N,6,30,N,100,N,1300A Fiberglass,,N,,,,N,,12,C3,Y,12,100,Power,F,10,FV
Y,A,Groth,Y,USD,"12"" 1430",N,6,30,Y,10,Y,1430,NA,Y,12,10,Linear,P,10,12,,N,,,,N,,FV
N,A,Groth,Y,USD,"12"" 1260A/7618",Y,0,30,Y,100,N,1260A/7618,C3,Y,12,100,Linear,W,50,12,,N,,,,N,,PA
Y,A,Groth,Y,USD,"12"" 1361A",N,6,100,Y,100,Y,1361A,,N,,,,N,,12,C1,Y,10,100,Power,S,20,FV
N,A,LVA,Y,USD,"12"" 1202B",N,0,100,Y,100,Y,1202B,C3,Y,12,100,Power,W,10,12,C1,Y,12,100,Power,S,20,FV
Y,A,Groth-Future,Y,USD,"12"" 13TT0S0",N,6,30,Y,10,Y,13TT0S0,,N,,,Power,N,10,12,NA,Y,11.938,10,Power,S,10,FV
Y,A,Groth-Future,Y,USD,"12"" 13ST0S0",N,6,30,Y,10,Y,13ST0S0,,N,,, ,N,,12,NA,Y,11.938,10,Power,S,10,FV
Y,A,Groth-Future,Y,USD,"12"" 23ETS00",N,6,30,Y,10,N,23ETS00,NA,Y,11.938,10,Power,S,10,12,,N,,, ,N,,FV
Y,A,Groth-Future,Y,USD,"12"" 12FTSW0",N,6,30,Y,10,Y,17FTSW0,NA,Y,11.938,10,Power,S,10,12,NA,Y,11.938,10,Linear,W,10,PA
Y,A,Groth-Future,Y,USD,"12"" 12FTWS0",N,6,30,Y,10,Y,17FTWS0,NA,Y,11.938,10,Linear,W,10,12,NA,Y,11.938,10,Power,S,10,PA
Y,A,Groth-Future,Y,USD,"12"" 17FTSS0",N,6,30,Y,10,Y,17FTSS0,NA,Y,11.938,10,Power,S,10,12,NA,Y,11.938,10,Power,S,10,PA
