ATEX__c,Availability__c,BRAND__c,CUTR__c,CurrencyIsoCode,Description__c,FA_Combo__c,GasGroup__c,MaxMAWP__c,NACE__c,OP_Percent__c,PED__c,PTC__c,PosCMethod__c,PosDir__c,PosEffDia__c,PosFullOP__c,PosIntMethod__c,PosLoad__c,PosMinOP__c,SZC__c,VacCMethod__c,VacDir__c,VacEffDia__c,VacFullOP__c,VacIntMethod__c,VacLoad__c,VacMinOP__c,Venting__c
Y,A,Groth,Y,USD,"6"" 1220A",N,6,100,Y,100,Y,1220A,C3,Y,6.06,100,Power,W,10,06,C3,Y,6.06,100,Power,W,10,PA
N,A,Groth,Y,USD,"6"" 8802A",Y,0,30,Y,100,N,8802A,C3,Y,6.06,100,Linear,W,50,06,C1,Y,6.06,100,Power,S,50,FV
N,A,Groth,Y,USD,"6"" 1223A",N,0,100,Y,100,Y,1223A,C1,Y,6.06,100,Power,S,20,06,C1,Y,6.06,100,Power,S,20,PA
N,A,Groth,Y,USD,"6"" 8820A",Y,0,30,Y,100,N,8820A,C3,Y,6.06,100,Linear,W,50,06,C3,Y,6.06,100,Linear,W,50,PA
N,A,Groth,Y,USD,"6"" 8801A",Y,0,30,Y,100,N,8801A,C1,Y,6.06,100,Power,S,50,06,C3,Y,6.06,100,Linear,W,50,FV
N,A,Groth,Y,USD,"6"" 1223A Fiberglass",N,0,30,N,100,N,1223A Fiberglass,C1,Y,6.06,100,Power,S,20,06,C1,Y,6.06,100,Power,S,20,PA
Y,A,Groth,Y,USD,"6"" 1662A",N,6,30,Y,10,Y,1662A,,N,,,,N,,06,NA,Y,6.06,10,Linear,P,10,PA
N,A,Groth,Y,USD,"6"" 1300A/7618",Y,0,30,Y,100,N,1300A/7618,,N,,,,N,,06,C3,Y,6.06,100,Linear,W,50,FV
Y,A,LVA,Y,USD,"6"" 1261A",N,6,100,Y,100,Y,1261A,C1,Y,6.06,100,Power,S,20,06,,N,,,,N,,PA
Y,A,LVA,Y,USD,"6"" 1260A",N,6,100,Y,100,Y,1260A,C3,Y,6.06,100,Power,W,10,06,,N,,,,N,,PA
Y,A,LVA,Y,USD,"6"" 1360A",N,6,100,Y,100,Y,1360A,,N,,,,N,,06,C3,Y,4.06,100,Power,W,10,FV
Y,A,LVA,Y,USD,"6"" 2300A",N,6,100,Y,100,N,2300A,C3,Y,6.06,100,Power,W,10,06,,N,,,,N,,FV
Y,A,Groth,Y,USD,"6"" 1221B Fiberglass",N,6,30,N,100,N,1221B Fiberglass,C1,Y,6.06,100,Power,S,20,06,C3,Y,6.06,100,Power,F,10,PA
Y,A,Groth,Y,USD,"6"" 2301-FA1",Y,2,30,Y,100,N,2301-FA1,C1,Y,6.06,100,Power,S,50,06,,N,,,,N,,FV
N,A,Groth,Y,USD,"6"" 1222B",N,0,100,Y,100,Y,1222B,C3,Y,6.06,100,Power,W,10,06,C1,Y,6.06,100,Power,S,20,PA
Y,A,Groth,Y,USD,"6"" 1200A Fiberglass",N,6,30,N,100,N,1200A Fiberglass,C3,Y,6.06,100,Power,F,10,06,C3,Y,6.06,100,Power,F,10,FV
Y,A,Groth,Y,USD,"6"" 2300A Fiberglass",N,6,30,N,100,N,2300A Fiberglass,C3,Y,6.06,100,Power,F,10,06,,N,,,,N,,FV
Y,A,Groth,Y,USD,"6"" 1201B",N,6,100,Y,100,Y,1201B,C1,Y,6.06,100,Power,S,20,06,C3,Y,6.06,100,Power,W,10,FV
N,A,LVA,Y,USD,"6"" 1222B",N,0,100,Y,100,Y,1222B,C3,Y,6.06,100,Power,W,10,06,C1,Y,6.06,100,Power,S,20,PA
Y,A,Groth,Y,USD,"6"" 1200-FA1",Y,2,30,Y,100,N,1200-FA1,C3,Y,6.06,100,Linear,W,50,06,C3,Y,6.06,100,Linear,W,50,FV
Y,A,LVA,Y,USD,"6"" 1300A",N,6,100,Y,100,Y,1300A,,N,,,,N,,06,C3,Y,6.06,100,Power,W,10,FV
Y,A,Groth,Y,USD,"6"" 1201-FA1",Y,2,30,Y,100,N,1201-FA1,C1,Y,6.06,100,Power,S,50,06,C3,Y,6.06,100,Linear,W,50,FV
N,A,Groth,Y,USD,"6"" 8800A",Y,0,30,Y,100,N,8800A,C3,Y,6.06,100,Linear,W,50,06,C3,Y,6.06,100,Linear,W,50,FV
Y,A,Groth,Y,USD,"6"" 1360A Fiberglass",N,6,30,N,100,N,1360A Fiberglass,,N,,,,N,,06,C3,Y,4.06,100,Power,F,10,FV
Y,A,Groth,Y,USD,"6"" 1221B",N,6,100,Y,100,Y,1221B,C1,Y,6.06,100,Power,S,20,06,C3,Y,6.06,100,Power,W,10,PA
N,A,Groth,Y,USD,"6"" 8803A",Y,0,30,Y,100,N,8803A,C1,Y,6.06,100,Power,S,50,06,C1,Y,6.06,100,Power,S,50,FV
Y,A,Groth,Y,USD,"6"" 1202-FA1",Y,2,30,Y,100,N,1202-FA1,C3,Y,6.06,100,Linear,W,50,06,C1,Y,6.06,100,Power,S,50,FV
Y,A,Groth,Y,USD,"6"" 1300A",N,6,100,Y,100,Y,1300A,,N,,,,N,,06,C3,Y,6.06,100,Power,W,10,FV
Y,A,Groth,Y,USD,"6"" 1300-FA1",Y,2,30,Y,100,N,1300-FA1,,N,,,,N,,06,C3,Y,6.06,100,Linear,W,50,FV
Y,A,Groth,Y,USD,"6"" 1420",N,6,30,Y,100,Y,1420,NA,Y,6.06,10,Linear,P,10,06,C3,Y,6.06,100,Power,W,10,PA
Y,A,Groth,Y,USD,"6"" 1361A Fiberglass",N,6,30,N,100,N,1361A Fiberglass,,N,,,,N,,06,C1,Y,4.06,100,Power,S,20,FV
Y,A,Groth,Y,USD,"6"" 1260A",N,6,100,Y,100,Y,1260A,C3,Y,6.06,100,Power,W,10,06,,N,,,,N,,PA
N,A,Groth,Y,USD,"6"" 1222B Fiberglass",N,0,30,N,100,N,1222B Fiberglass,C3,Y,6.06,100,Power,F,10,06,C1,Y,6.06,100,Power,S,20,PA
Y,A,Groth,Y,USD,"6"" 1660A",N,6,30,Y,10,Y,1660A,NA,Y,6.06,10,Linear,P,10,06,,N,,,,N,,PA
Y,A,Groth,Y,USD,"6"" 14ETPW0",N,6,30,Y,10,Y,14ETPW0,NA,Y,6.065,10,Linear,P,10,06,NA,Y,6.065,10,Linear,W,10,FV
Y,A,Groth,Y,USD,"6"" 14FTPW0",N,6,30,Y,10,Y,14FTPW0,NA,Y,6.065,10,Linear,P,10,06,NA,Y,6.065,10,Linear,W,10,PA
Y,A,Groth,Y,USD,"6"" 14ETP00",N,6,30,Y,10,Y,14ETP00,NA,Y,6.065,10,Linear,P,10,06,,N,,,,N,,FV
Y,A,Groth,Y,USD,"6"" 14FTP00",N,6,30,Y,10,Y,14FTP00,NA,Y,6.065,10,Linear,P,10,06,,N,,,,N,,PA
Y,A,Groth-Future,Y,USD,"6"" 12ETWW0",N,6,30,Y,10,Y,12ETWW0,NA,Y,6.065,10,Linear,W,10,06,NA,Y,6.065,10,Linear,W,10,FV
Y,A,Groth-Future,Y,USD,"6"" 12FTWW0",N,6,30,Y,10,Y,12FTWW0,NA,Y,6.065,10,Linear,W,10,06,NA,Y,6.065,10,Linear,W,10,PA
Y,A,Groth-Future,Y,USD,"6"" 12FTW00",N,6,30,Y,10,Y,12FTW00,NA,Y,6.065,10,Linear,W,10,06,,N,,,,N,,PA
Y,A,Groth-Future,Y,USD,"6"" 13TT0W0",N,6,30,Y,10,Y,13TT0W0,,N,,,,N,,06,NA,Y,6.065,10,Linear,W,10,FV
Y,A,Groth-Future,Y,USD,"6"" 13ST0W0",N,6,30,Y,10,Y,13ST0W0,,N,,,,N,,06,NA,Y,6.065,10,Linear,W,10,FV
Y,A,Groth-Future,Y,USD,"6"" 17FTWW0",N,6,30,Y,10,Y,17FTWW0,NA,Y,6.065,10,Linear,W,10,06,NA,Y,6.065,10,Linear,W,10,PA
Y,A,Groth-Future,Y,USD,"6"" 17FTW00",N,6,30,Y,10,Y,17FTW00,NA,Y,6.065,10,Linear,W,10,06,,N,,,,N,,PA
Y,A,Groth-Future,Y,USD,"6"" 23ETW00",N,6,30,Y,10,N,23ETW00,NA,Y,6.065,10,Linear,W,10,06,,N,,,,N,,FV
N,A,Groth-Future,Y,USD,"6"" 88EHWWD",Y,0,30,Y,100,N,88EHWWD,88EHWWD:06:16:Pos,Y,6.065,100,Linear,W,50,06,88EHWWD:06:16:Vac,Y,6.065,100,Linear,W,50,FV
N,A,Groth-Future,Y,USD,"6"" 88FHWWD",Y,0,30,Y,100,N,88FHWWD,88FHWWD:06:16:Pos,Y,6.065,100,Linear,W,50,06,88FHWWD:06:16:Vac,Y,6.065,100,Linear,W,50,PA
Y,A,Groth-Future,Y,USD,"6"" 12ETSW0",N,6,30,Y,10,Y,12ETSW0,NA,Y,6.065,10,Power,S,10,06,NA,Y,6.065,10,Linear,W,10,FV
Y,A,Groth-Future,Y,USD,"6"" 12ETWS0",N,6,30,Y,10,Y,12ETWS0,NA,Y,6.065,10,Linear,W,10,06,NA,Y,6.065,10,Power,S,10,FV
Y,A,Groth-Future,Y,USD,"6"" 12ETSS0",N,6,30,Y,10,Y,12ETSS0,NA,Y,6.065,10,Power,S,10,06,NA,Y,6.065,10,Power,S,10,FV
Y,A,Groth-Future,Y,USD,"6"" 12FTSW0",N,6,30,Y,10,Y,12FTSW0,NA,Y,6.065,10,Power,S,10,06,NA,Y,6.065,10,Linear,W,10,PA
Y,A,Groth-Future,Y,USD,"6"" 12FTWS0",N,6,30,Y,10,Y,12FTWS0,NA,Y,6.065,10,Linear,W,10,06,NA,Y,6.065,10,Power,S,10,PA
Y,A,Groth-Future,Y,USD,"6"" 12FTSS0",N,6,30,Y,10,Y,12FTSS0,NA,Y,6.065,10,Power,S,10,06,NA,Y,6.065,10,Power,S,10,PA
Y,A,Groth-Future,Y,USD,"6"" 12FTS00",N,6,30,Y,10,Y,12FTS00,NA,Y,6.065,10,Power,S,10,06,,N,,, ,N,,PA
Y,A,Groth-Future,Y,USD,"6"" 13TT0S0",N,6,30,Y,10,Y,13TT0S0,,N,,,Power,N,10,06,NA,Y,6.065,10,Power,S,10,FV
Y,A,Groth-Future,Y,USD,"6"" 13ST0S0",N,6,30,Y,10,Y,13ST0S0,,N,,, ,N,,06,NA,Y,6.065,10,Power,S,10,FV
Y,A,Groth-Future,Y,USD,"6"" 23ETS00",N,6,30,Y,10,N,23ETS00,NA,Y,6.065,10,Power,S,10,06,,N,,, ,N,,FV
Y,A,Groth-Future,Y,USD,"6"" 12FTSW0",N,6,30,Y,10,Y,17FTSW0,NA,Y,6.065,10,Power,S,10,06,NA,Y,6.065,10,Linear,W,10,PA
Y,A,Groth-Future,Y,USD,"6"" 12FTWS0",N,6,30,Y,10,Y,17FTWS0,NA,Y,6.065,10,Linear,W,10,06,NA,Y,6.065,10,Power,S,10,PA
Y,A,Groth-Future,Y,USD,"6"" 17FTSS0",N,6,30,Y,10,Y,17FTSS0,NA,Y,6.065,10,Power,S,10,06,NA,Y,6.065,10,Power,S,10,PA
Y,A,Groth-Future,Y,USD,"6"" 12FTS00",N,6,30,Y,10,Y,17FTS00,NA,Y,6.065,10,Power,S,10,06,,N,,, ,N,,PA
Y,A,Groth,Y,USD,"6"" 1400",N,6,30,Y,100,Y,1400,NA,Y,6.06,10,Linear,P,10,06,C3,Y,6.06,100,Power,W,10,FV
N,A,Groth,Y,USD,"6"" 1202B Fiberglass",N,0,30,N,100,N,1202B Fiberglass,C3,Y,6.06,100,Power,F,10,06,C1,Y,6.06,100,Power,S,20,FV
Y,A,LVA,Y,USD,"6"" 1361A",N,6,100,Y,100,Y,1361A,,N,,,,N,,06,C1,Y,4.06,100,Power,S,20,FV
Y,A,LVA,Y,USD,"6"" 2301A",N,6,100,Y,100,N,2301A,C1,Y,6.06,100,Power,S,20,06,,N,,,,N,,FV
N,A,LVA,Y,USD,"6"" 1223A",N,0,100,Y,100,Y,1223A,C1,Y,6.06,100,Power,S,20,06,C1,Y,6.06,100,Power,S,20,PA
Y,A,LVA,Y,USD,"6"" 1220A",N,6,100,Y,100,Y,1220A,C3,Y,6.06,100,Power,W,10,06,C3,Y,6.06,100,Power,W,10,PA
N,A,Groth,Y,USD,"6"" 2300A/7618",Y,0,30,Y,100,N,2300A/7618,C3,Y,6.06,100,Power,W,50,06,,N,,,,N,,FV
Y,A,Groth,Y,USD,"8"" 1300A",N,6,100,Y,100,Y,1300A,,N,,,,N,,08,C3,Y,8,100,Power,W,10,FV
Y,A,Groth,Y,USD,"8"" 14ETPW0",N,6,30,Y,10,Y,14ETPW0,NA,Y,7.981,10,Linear,P,10,08,NA,Y,7.981,10,Linear,W,10,FV
Y,A,Groth,Y,USD,"8"" 14FTPW0",N,6,30,Y,10,Y,14FTPW0,NA,Y,7.981,10,Linear,P,10,08,NA,Y,7.981,10,Linear,W,10,PA
Y,A,Groth,Y,USD,"8"" 14ETP00",N,6,30,Y,10,Y,14ETP00,NA,Y,7.981,10,Linear,P,10,08,,N,,,,N,,FV
Y,A,Groth,Y,USD,"8"" 14FTP00",N,6,30,Y,10,Y,14FTP00,NA,Y,7.981,10,Linear,P,10,08,,N,,,,N,,PA
Y,A,Groth-Future,Y,USD,"8"" 12ETWW0",N,6,30,Y,10,Y,12ETWW0,NA,Y,7.981,10,Linear,W,10,08,NA,Y,7.981,10,Linear,W,10,FV
Y,A,Groth-Future,Y,USD,"8"" 12FTWW0",N,6,30,Y,10,Y,12FTWW0,NA,Y,7.981,10,Linear,W,10,08,NA,Y,7.981,10,Linear,W,10,PA
Y,A,Groth-Future,Y,USD,"8"" 12FTW00",N,6,30,Y,10,Y,12FTW00,NA,Y,7.981,10,Linear,W,10,08,,N,,,,N,,PA
Y,A,Groth-Future,Y,USD,"8"" 13TT0W0",N,6,30,Y,10,Y,13TT0W0,,N,,,,N,,08,NA,Y,7.981,10,Linear,W,10,FV
Y,A,Groth-Future,Y,USD,"8"" 13ST0W0",N,6,30,Y,10,Y,13ST0W0,,N,,,,N,,08,NA,Y,7.981,10,Linear,W,10,FV
Y,A,Groth-Future,Y,USD,"8"" 17FTWW0",N,6,30,Y,10,Y,17FTWW0,NA,Y,7.981,10,Linear,W,10,08,NA,Y,7.981,10,Linear,W,10,PA
Y,A,Groth-Future,Y,USD,"8"" 17FTW00",N,6,30,Y,10,Y,17FTW00,NA,Y,7.981,10,Linear,W,10,08,,N,,,,N,,PA
Y,A,Groth-Future,Y,USD,"8"" 23ETW00",N,6,30,Y,10,N,23ETW00,NA,Y,7.981,10,Linear,W,10,08,,N,,,,N,,FV
N,A,Groth-Future,Y,USD,"8"" 88EHWWD",Y,0,30,Y,100,N,88EHWWD,88EHWWD:08:20:Pos,Y,7.981,100,Linear,W,50,08,88EHWWD:08:20:Vac,Y,7.981,100,Linear,W,50,FV
N,A,Groth-Future,Y,USD,"8"" 88FHWWD",Y,0,30,Y,100,N,88FHWWD,88FHWWD:08:20:Pos,Y,7.981,100,Linear,W,50,08,88FHWWD:08:20:Vac,Y,7.981,100,Linear,W,50,PA
Y,A,Groth-Future,Y,USD,"8"" 12ETSW0",N,6,30,Y,10,Y,12ETSW0,NA,Y,7.981,10,Power,S,10,08,NA,Y,7.981,10,Linear,W,10,FV
Y,A,Groth-Future,Y,USD,"8"" 12ETWS0",N,6,30,Y,10,Y,12ETWS0,NA,Y,7.981,10,Linear,W,10,08,NA,Y,7.981,10,Power,S,10,FV
Y,A,Groth-Future,Y,USD,"8"" 12ETSS0",N,6,30,Y,10,Y,12ETSS0,NA,Y,7.981,10,Power,S,10,08,NA,Y,7.981,10,Power,S,10,FV
Y,A,Groth-Future,Y,USD,"8"" 12FTSW0",N,6,30,Y,10,Y,12FTSW0,NA,Y,7.981,10,Power,S,10,08,NA,Y,7.981,10,Linear,W,10,PA
Y,A,Groth-Future,Y,USD,"8"" 12FTWS0",N,6,30,Y,10,Y,12FTWS0,NA,Y,7.981,10,Linear,W,10,08,NA,Y,7.981,10,Power,S,10,PA
Y,A,Groth-Future,Y,USD,"8"" 12FTSS0",N,6,30,Y,10,Y,12FTSS0,NA,Y,7.981,10,Power,S,10,08,NA,Y,7.981,10,Power,S,10,PA
Y,A,Groth-Future,Y,USD,"8"" 12FTS00",N,6,30,Y,10,Y,12FTS00,NA,Y,7.981,10,Power,S,10,08,,N,,, ,N,,PA
Y,A,Groth-Future,Y,USD,"8"" 13TT0S0",N,6,30,Y,10,Y,13TT0S0,,N,,,Power,N,10,08,NA,Y,7.981,10,Power,S,10,FV
Y,A,Groth-Future,Y,USD,"8"" 13ST0S0",N,6,30,Y,10,Y,13ST0S0,,N,,, ,N,,08,NA,Y,7.981,10,Power,S,10,FV
Y,A,Groth-Future,Y,USD,"8"" 23ETS00",N,6,30,Y,10,N,23ETS00,NA,Y,7.981,10,Power,S,10,08,,N,,, ,N,,FV
Y,A,Groth-Future,Y,USD,"8"" 12FTSW0",N,6,30,Y,10,Y,17FTSW0,NA,Y,7.981,10,Power,S,10,08,NA,Y,7.981,10,Linear,W,10,PA
Y,A,Groth-Future,Y,USD,"8"" 12FTWS0",N,6,30,Y,10,Y,17FTWS0,NA,Y,7.981,10,Linear,W,10,08,NA,Y,7.981,10,Power,S,10,PA
Y,A,Groth-Future,Y,USD,"8"" 17FTSS0",N,6,30,Y,10,Y,17FTSS0,NA,Y,7.981,10,Power,S,10,08,NA,Y,7.981,10,Power,S,10,PA
Y,A,Groth-Future,Y,USD,"8"" 12FTS00",N,6,30,Y,10,Y,17FTS00,NA,Y,7.981,10,Power,S,10,08,,N,,, ,N,,PA
Y,A,LVA,Y,USD,"8"" 1221B",N,6,100,Y,100,Y,1221B,C1,Y,8,100,Power,S,20,08,C3,Y,8,100,Power,W,10,PA
N,A,Groth,Y,USD,"8"" 8820A",Y,0,30,Y,100,N,8820A,C3,Y,8,100,Linear,W,50,08,C3,Y,8,100,Linear,W,50,PA
N,A,Groth,Y,USD,"8"" 1222B",N,0,100,Y,100,Y,1222B,C3,Y,8,100,Power,W,10,08,C1,Y,8,100,Power,S,20,PA
Y,A,Groth,Y,USD,"8"" 1220A Fiberglass",N,6,30,N,100,N,1220A Fiberglass,C3,Y,8,100,Power,F,10,08,C3,Y,8,100,Power,F,10,PA
Y,A,LVA,Y,USD,"8"" 1361A",N,6,100,Y,100,Y,1361A,,N,,,,N,,08,C1,Y,6.06,100,Power,S,20,FV
Y,A,Groth,Y,USD,"8"" 1400",N,6,30,Y,100,Y,1400,NA,Y,8,10,Linear,P,10,08,C3,Y,8,100,Power,W,10,FV
N,A,Groth,Y,USD,"8"" 1203A Fiberglass",N,0,30,N,100,N,1203A Fiberglass,C1,Y,8,100,Power,S,20,08,C1,Y,8,100,Power,S,20,FV
N,A,LVA,Y,USD,"8"" 1223A",N,0,100,Y,100,Y,1223A,C1,Y,8,100,Power,S,20,08,C1,Y,8,100,Power,S,20,PA
Y,A,Groth,Y,USD,"8"" 1201-FA1",Y,2,30,Y,100,N,1201-FA1,C1,Y,8,100,Power,S,50,08,C3,Y,8,100,Linear,W,50,FV
Y,A,Groth,Y,USD,"8"" 1201B Fiberglass",N,6,30,N,100,N,1201B Fiberglass,C1,Y,8,100,Power,S,20,08,C3,Y,8,100,Power,F,10,FV
Y,A,Groth,Y,USD,"8"" 1200-FA1",Y,2,30,Y,100,N,1200-FA1,C3,Y,8,100,Linear,W,50,08,C3,Y,8,100,Linear,W,50,FV
Y,A,Groth,Y,USD,"8"" 1221B",N,6,100,Y,100,Y,1221B,C1,Y,8,100,Power,S,20,08,C3,Y,8,100,Power,W,10,PA
Y,A,Groth,Y,USD,"8"" 2301A Fiberglass",N,6,30,N,100,N,2301A Fiberglass,C1,Y,8,100,Power,S,20,08,,N,,,,N,,FV
N,A,Groth,Y,USD,"8"" 8803A",Y,0,30,Y,100,N,8803A,C1,Y,8,100,Power,S,50,08,C1,Y,8,100,Power,S,50,FV
Y,A,Groth,Y,USD,"8"" 1260A",N,6,100,Y,100,Y,1260A,C3,Y,8,100,Power,W,10,08,,N,,,,N,,PA
N,A,Groth,Y,USD,"8"" 1301A/7618",Y,0,30,Y,100,N,1301A/7618,,N,,,,N,,08,C1,Y,8,100,Power,S,50,FV
Y,A,Groth,Y,USD,"8"" 1200A",N,6,100,Y,100,Y,1200A,C3,Y,8,100,Power,W,10,08,C3,Y,8,100,Power,W,10,FV
Y,A,Groth,Y,USD,"8"" 1361A Fiberglass",N,6,30,N,100,N,1361A Fiberglass,,N,,,,N,,08,C1,Y,6.06,100,Power,S,20,FV
N,A,Groth,Y,USD,"8"" 1222B Fiberglass",N,0,30,N,100,N,1222B Fiberglass,C3,Y,8,100,Power,F,10,08,C1,Y,8,100,Power,S,20,PA
Y,A,Groth,Y,USD,"8"" 1202-FA1",Y,2,30,Y,100,N,1202-FA1,C3,Y,8,100,Linear,W,50,08,C1,Y,8,100,Power,S,50,FV
Y,A,LVA,Y,USD,"8"" 1220A",N,6,100,Y,100,Y,1220A,C3,Y,8,100,Power,W,10,08,C3,Y,8,100,Power,W,10,PA
Y,A,LVA,Y,USD,"8"" 2301A",N,6,100,Y,100,N,2301A,C1,Y,8,100,Power,S,20,08,,N,,,,N,,FV
Y,A,Groth,Y,USD,"8"" 1420",N,6,30,Y,100,Y,1420,NA,Y,8,10,Linear,P,10,08,C3,Y,8,100,Power,W,10,PA
N,A,Groth,Y,USD,"8"" 2301A/7618",Y,0,30,Y,100,N,2301A/7618,C1,Y,8,100,Power,S,50,08,,N,,,,N,,FV
N,A,Groth,Y,USD,"8"" 8800A",Y,0,30,Y,100,N,8800A,C3,Y,8,100,Linear,W,50,08,C3,Y,8,100,Linear,W,50,FV
Y,A,Groth,Y,USD,"8"" 1301-FA1",Y,2,30,Y,100,N,1301-FA1,,N,,,,N,,08,C1,Y,8,100,Power,S,50,FV
Y,A,LVA,Y,USD,"8"" 1300A",N,6,100,Y,100,Y,1300A,,N,,,,N,,08,C3,Y,8,100,Power,W,10,FV
Y,A,LVA,Y,USD,"8"" 1201B",N,6,100,Y,100,Y,1201B,C1,Y,8,100,Power,S,20,08,C3,Y,8,100,Power,W,10,FV
Y,A,Groth,Y,USD,"8"" 1200A Fiberglass",N,6,30,N,100,N,1200A Fiberglass,C3,Y,8,100,Power,F,10,08,C3,Y,8,100,Power,F,10,FV
N,A,Groth,Y,USD,"8"" 8821A",Y,0,30,Y,100,N,8821A,C1,Y,8,100,Power,S,50,08,C3,Y,8,100,Linear,W,50,PA
Y,A,Groth,Y,USD,"8"" 1221B Fiberglass",N,6,30,N,100,N,1221B Fiberglass,C1,Y,8,100,Power,S,20,08,C3,Y,8,100,Power,F,10,PA
Y,A,LVA,Y,USD,"8"" 1301A",N,6,100,Y,100,Y,1301A,,N,,,,N,,08,C1,Y,8,100,Power,S,20,FV
Y,A,Groth,Y,USD,"8"" 1360A",N,6,100,Y,100,Y,1360A,,N,,,,N,,08,C3,Y,6.06,100,Power,W,10,FV
N,A,Groth,Y,USD,"8"" 1223A Fiberglass",N,0,30,N,100,N,1223A Fiberglass,C1,Y,8,100,Power,S,20,08,C1,Y,8,100,Power,S,20,PA
Y,A,Groth,Y,USD,"8"" 1220A",N,6,100,Y,100,Y,1220A,C3,Y,8,100,Power,W,10,08,C3,Y,8,100,Power,W,10,PA
Y,A,Groth,Y,USD,"8"" 2300A Fiberglass",N,6,30,N,100,N,2300A Fiberglass,C3,Y,8,100,Power,F,10,08,,N,,,,N,,FV
Y,A,Groth,Y,USD,"8"" 2301-FA1",Y,2,30,Y,100,N,2301-FA1,C1,Y,8,100,Power,S,50,08,,N,,,,N,,FV
Y,A,Groth,Y,USD,"8"" 1301A Fiberglass",N,6,30,N,100,N,1301A Fiberglass,,N,,,,N,,08,C1,Y,8,100,Power,S,20,FV
Y,A,Groth,Y,USD,"8"" 2301A",N,6,100,Y,100,N,2301A,C1,Y,8,100,Power,S,20,08,,N,,,,N,,FV
Y,A,LVA,Y,USD,"8"" 1360A",N,6,100,Y,100,Y,1360A,,N,,,,N,,08,C3,Y,6.06,100,Power,W,10,FV
Y,A,Groth,Y,USD,"8"" 1301A",N,6,100,Y,100,Y,1301A,,N,,,,N,,08,C1,Y,8,100,Power,S,20,FV
Y,A,Groth,Y,USD,"8"" 1360-FA1",Y,2,30,Y,100,N,1360-FA1,,N,,,,N,,08,C3,Y,6.06,100,Power,W,50,FV
N,A,Groth,Y,USD,"8"" 8801A",Y,0,30,Y,100,N,8801A,C1,Y,8,100,Power,S,50,08,C3,Y,8,100,Linear,W,50,FV
Y,A,Groth,Y,USD,"8"" 1300A Fiberglass",N,6,30,N,100,N,1300A Fiberglass,,N,,,,N,,08,C3,Y,8,100,Power,F,10,FV
Y,A,LVA,Y,USD,"8"" 1260A",N,6,100,Y,100,Y,1260A,C3,Y,8,100,Power,W,10,08,,N,,,,N,,PA
Y,A,Groth,Y,USD,"8"" 1460",N,6,30,Y,10,Y,1460,NA,Y,8,10,Linear,P,10,08,,N,,,,N,,PA
N,A,Groth,Y,USD,"8"" 8802A",Y,0,30,Y,100,N,8802A,C3,Y,8,100,Linear,W,50,08,C1,Y,8,100,Power,S,50,FV
Y,A,Groth,Y,USD,"8"" 1201B",N,6,100,Y,100,Y,1201B,C1,Y,8,100,Power,S,20,08,C3,Y,8,100,Power,W,10,FV
N,A,Groth,Y,USD,"8"" 1261A/7618",Y,0,30,Y,100,N,1261A/7618,C1,Y,8,100,Power,S,50,08,,N,,,,N,,PA
Y,A,LVA,Y,USD,"8"" 2300A",N,6,100,Y,100,N,2300A,C3,Y,8,100,Power,W,10,08,,N,,,,N,,FV
N,A,LVA,Y,USD,"8"" 1203A",N,0,100,Y,100,Y,1203A,C1,Y,8,100,Power,S,20,08,C1,Y,8,100,Power,S,20,FV
Y,A,Groth,Y,USD,"8"" 1260A Fiberglass",N,6,30,N,100,N,1260A Fiberglass,C3,Y,8,100,Power,F,10,08,,N,,,,N,,PA
N,A,LVA,Y,USD,"8"" 1222B",N,0,100,Y,100,Y,1222B,C3,Y,8,100,Power,W,10,08,C1,Y,8,100,Power,S,20,PA
N,A,Groth,Y,USD,"8"" 1300A/7618",Y,0,30,Y,100,N,1300A/7618,,N,,,,N,,08,C3,Y,8,100,Linear,W,50,FV
Y,A,Groth,Y,USD,"8"" 1430",N,6,30,Y,10,Y,1430,NA,Y,8,10,Linear,P,10,08,,N,,,,N,,FV
N,A,Groth,Y,USD,"8"" 8823A",Y,0,30,Y,100,N,8823A,C1,Y,8,100,Power,S,50,08,C1,Y,8,100,Power,S,50,PA
Y,A,Groth,Y,USD,"8"" 1261A Fiberglass",N,6,30,N,100,N,1261A Fiberglass,C1,Y,8,100,Power,S,20,08,,N,,,,N,,PA
Y,A,LVA,Y,USD,"8"" 1261A",N,6,100,Y,100,Y,1261A,C1,Y,8,100,Power,S,20,08,,N,,,,N,,PA
N,A,LVA,Y,USD,"8"" 1202B",N,0,100,Y,100,Y,1202B,C3,Y,8,100,Power,W,10,08,C1,Y,8,100,Power,S,20,FV
Y,A,Groth,Y,USD,"8"" 1361A",N,6,100,Y,100,Y,1361A,,N,,,,N,,08,C1,Y,6.06,100,Power,S,20,FV
N,A,Groth,Y,USD,"8"" 1223A",N,0,100,Y,100,Y,1223A,C1,Y,8,100,Power,S,20,08,C1,Y,8,100,Power,S,20,PA
N,A,Groth,Y,USD,"8"" 1202B",N,0,100,Y,100,Y,1202B,C3,Y,8,100,Power,W,10,08,C1,Y,8,100,Power,S,20,FV
N,A,Groth,Y,USD,"8"" 1260A/7618",Y,0,30,Y,100,N,1260A/7618,C3,Y,8,100,Linear,W,50,08,,N,,,,N,,PA
Y,A,Groth,Y,USD,"8"" 1361-FA1",Y,2,30,Y,100,N,1361-FA1,,N,,,,N,,08,C1,Y,6.06,100,Power,S,50,FV
